study id,publication,pubyear,location,Latitude,Longitude,microbial name,microbial type,inoculant type,experimental type,inoculum in tr,inoculum in ck,inoculum,inoculation amount,inoculation amount,soil weight,fiNAl inoculation amount,log10,unit,inoculant quantity ,inoculation location,soil use type,soil origin,soil type,sandy or not sandy,extraction part,soil ph,log10ph,soil tc,log10tc,soil soc,log10soc,tn,log10tn,tp,log10tp,organic p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application background,stress,specific background,rate,fertilizer,fertilizer type,supply rate,NAtive,plant,plant latin,plant type,experimental duration,experimental.periods,variable
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,b. cereus (ncbi- mt192803),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,rock phosphate,0.750000 ,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,b. marisflavi (ncbi-mt 192801),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,rock phosphate,0.750000 ,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,"bacillus safensis (ncbi-mt192800), b. cereus (ncbi- mt192803)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,rock phosphate,0.750000 ,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,"bacillus safensis (ncbi-mt192800), b. marisflavi (ncbi-mt 192801)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,rock phosphate,0.750000 ,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,"b. cereus (ncbi- mt192803), b. marisflavi (ncbi-mt 192801)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,rock phosphate,0.750000 ,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,bacillus safensis (ncbi-mt192800),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,b. cereus (ncbi- mt192803),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,b. marisflavi (ncbi-mt 192801),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,"bacillus safensis (ncbi-mt192800), b. cereus (ncbi- mt192803)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,"bacillus safensis (ncbi-mt192800), b. marisflavi (ncbi-mt 192801)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
207.000000 ,"dinesh, r.(2022)",2022.000000 ,NA,11.605630 ,75.823760 ,"b. cereus (ncbi- mt192803), b. marisflavi (ncbi-mt 192801)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,12.000000 ,NA,NA,NA,no,seedings,NA,other,NA,sandy,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970000 ,(0.013228),NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,NA,herbaceous plants,60.000000 ,Short-term,ap
209.000000 ,"wen, zhonghua(2022)",2022.000000 ,"shenyang, liaoning, chiNA",41.805700 ,123.431500 ,"rhizophagus irregularis (bgc, bj09)",amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,"30 spores/g, 10g/pot",NA,0.600000 ,500.000000 ,2.698970 ,cfu/kg soil,yes,soils,NA,other,NA,not sandy,bulk,7.050000 ,0.848189 ,13.000000 ,1.113943 ,NA,NA,1.520000 ,0.181844 ,NA,NA,NA,NA,NA,NA,NA,NA,12.000000 ,1.079181 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,rice,NA,crop,35.000000 ,Short-term,ap
209.000000 ,"wen, zhonghua(2022)",2022.000000 ,"shenyang, liaoning, chiNA",41.805700 ,123.431500 ,"rhizophagus irregularis (bgc, bj09)",amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,"30 spores/g, 10g/pot",NA,0.600000 ,500.000000 ,2.698970 ,cfu/kg soil,yes,soils,NA,other,NA,not sandy,bulk,7.050000 ,0.848189 ,13.000000 ,1.113943 ,NA,NA,1.520000 ,0.181844 ,NA,NA,NA,NA,NA,NA,NA,NA,12.000000 ,1.079181 ,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,biochar,NA,no NAtive,rice,NA,crop,35.000000 ,Short-term,ap
209.000000 ,"wen, zhonghua(2022)",2022.000000 ,"shenyang, liaoning, chiNA",41.805700 ,123.431500 ,"rhizophagus irregularis (bgc, bj09)",amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,"30 spores/g, 10g/pot",NA,0.600000 ,500.000000 ,2.698970 ,cfu/kg soil,yes,soils,NA,other,NA,not sandy,bulk,7.050000 ,0.848189 ,13.000000 ,1.113943 ,NA,NA,1.520000 ,0.181844 ,NA,NA,NA,NA,NA,NA,NA,NA,12.000000 ,1.079181 ,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,biochar,NA,no NAtive,rice,NA,crop,35.000000 ,Short-term,ap
210.000000 ,"ngosong,christopher（2022）",2022.000000 ,"latitude 03◦ 8’ 71.2” n and longitude 11◦ 45’
38.0” e",3.153111 ,11.760556 ,pgpb,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,field,NA,NA,NA,no,seeds,NA,other,NA,unknow,bulk,4.370000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,NA,herbaceous plants,NA,NA,ap
210.000000 ,"ngosong,christopher（2022）",2022.000000 ,"latitude 03◦ 8’ 71.2” n and longitude 11◦ 45’
38.0” e",3.153111 ,11.760556 ,amfs,amf,amf,field,amf inoculum( consisted of soil colonized root fragments),water,amf inoculum yes,NA,NA,field,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,4.370000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,NA,herbaceous plants,NA,NA,ap
210.000000 ,"ngosong,christopher（2022）",2022.000000 ,"latitude 03◦ 8’ 71.2” n and longitude 11◦ 45’
38.0” e",3.153111 ,11.760556 ,pgpb+amfs,mix,mix,field,mix inoculum,water,mix yes,NA,NA,field,NA,NA,NA,no,soils+seeds,NA,other,NA,unknow,bulk,4.370000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,NA,herbaceous plants,NA,NA,ap
210.000000 ,"ngosong,christopher（2022）",2022.000000 ,"latitude 03◦ 8’ 71.2” n and longitude 11◦ 45’
38.0” e",3.153111 ,11.760556 ,pgpb,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,field,NA,NA,NA,no,seeds,NA,other,NA,unknow,bulk,4.370000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,n,NA,no NAtive,soybean,NA,herbaceous plants,NA,NA,ap
210.000000 ,"ngosong,christopher（2022）",2022.000000 ,"latitude 03◦ 8’ 71.2” n and longitude 11◦ 45’
38.0” e",3.153111 ,11.760556 ,pgpb,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,field,NA,NA,NA,no,seeds,NA,other,NA,unknow,bulk,4.370000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,pk,NA,no NAtive,soybean,NA,herbaceous plants,NA,NA,ap
210.000000 ,"ngosong,christopher（2022）",2022.000000 ,"latitude 03◦ 8’ 71.2” n and longitude 11◦ 45’
38.0” e",3.153111 ,11.760556 ,pgpb,bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,field,NA,NA,NA,no,seeds,NA,other,NA,unknow,bulk,4.370000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,npk,NA,no NAtive,soybean,NA,herbaceous plants,NA,NA,ap
210.000000 ,"ngosong,christopher（2022）",2022.000000 ,"latitude 03◦ 8’ 71.2” n and longitude 11◦ 45’
38.0” e",3.153111 ,11.760556 ,pgpb+amfs,mix,mix,field,mix inoculum,water,mix yes,NA,NA,field,NA,NA,NA,no,soils+seeds,NA,other,NA,unknow,bulk,4.370000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,n,NA,no NAtive,soybean,NA,herbaceous plants,NA,NA,ap
210.000000 ,"ngosong,christopher（2022）",2022.000000 ,"latitude 03◦ 8’ 71.2” n and longitude 11◦ 45’
38.0” e",3.153111 ,11.760556 ,pgpb+amfs,mix,mix,field,mix inoculum,water,mix yes,NA,NA,field,NA,NA,NA,no,soils+seeds,NA,other,NA,unknow,bulk,4.370000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,pk,NA,no NAtive,soybean,NA,herbaceous plants,NA,NA,ap
210.000000 ,"ngosong,christopher（2022）",2022.000000 ,"latitude 03◦ 8’ 71.2” n and longitude 11◦ 45’
38.0” e",3.153111 ,11.760556 ,pgpb+amfs,mix,mix,field,mix inoculum,water,mix yes,NA,NA,field,NA,NA,NA,no,soils+seeds,NA,other,NA,unknow,bulk,4.370000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,npk,NA,no NAtive,soybean,NA,herbaceous plants,NA,NA,ap
211.000000 ,"gupta,gaurendra(2022)",2022.000000 ,"28.38◦n latitude, 77.09
◦e longitude",28.380000 ,77.090000 ,"rhizobium leguminosarum, rhizobium leguminosarum, pseudomoNAs putida, bacillus megaterium, bacillus subtilis, frateuria aurantia, bacillus mucilagenosus",bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,field,NA,NA,NA,no,seeds,NA,other,NA,sandy,bulk,7.800000 ,0.892095 ,NA,NA,4.000000 ,0.602060 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,pigeonpea,NA,shrub,730.000000 ,Long-term,ap
211.000000 ,"gupta,gaurendra(2022)",2022.000000 ,"28.38◦n latitude, 77.09
◦e longitude",28.380000 ,77.090000 ,"rhizobium leguminosarum, rhizobium leguminosarum, pseudomoNAs putida, bacillus megaterium, bacillus subtilis, frateuria aurantia, bacillus mucilagenosus",bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,field,NA,NA,NA,no,seeds,NA,other,NA,sandy,bulk,7.800000 ,0.892095 ,NA,NA,4.000000 ,0.602060 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,vc,NA,no NAtive,pigeonpea,NA,shrub,730.000000 ,Long-term,ap
211.000000 ,"gupta,gaurendra(2022)",2022.000000 ,"28.38◦n latitude, 77.09
◦e longitude",28.380000 ,77.090000 ,"rhizobium leguminosarum, rhizobium leguminosarum, pseudomoNAs putida, bacillus megaterium, bacillus subtilis, frateuria aurantia, bacillus mucilagenosus",bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,field,NA,NA,NA,no,seeds,NA,other,NA,sandy,bulk,7.800000 ,0.892095 ,NA,NA,4.000000 ,0.602060 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,fym,NA,no NAtive,pigeonpea,NA,shrub,730.000000 ,Long-term,ap
211.000000 ,"gupta,gaurendra(2022)",2022.000000 ,"28.38◦n latitude, 77.09
◦e longitude",28.380000 ,77.090000 ,"rhizobium leguminosarum, rhizobium leguminosarum, pseudomoNAs putida, bacillus megaterium, bacillus subtilis, frateuria aurantia, bacillus mucilagenosus",bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,field,NA,NA,NA,no,seeds,NA,other,NA,sandy,bulk,7.800000 ,0.892095 ,NA,NA,4.000000 ,0.602060 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,lc,NA,no NAtive,pigeonpea,NA,shrub,730.000000 ,Long-term,ap
212.000000 ,"krishNA, ram(2022)",2022.000000 ,NA,25.274700 ,82.996100 ,"b. megaterium bhupsb14, p. fluorescens bhupsb06, p. aeruginosa bhupsb01, p. putida bhupsb04, p. polymyxa bhupsb17, and t. harzianum",bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,7.000000 ,NA,NA,NA,no,seedings,NA,other,NA,unknow,bulk,7.990000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,tomato,NA,herbaceous plants,55.000000 ,Short-term,ap
212.000000 ,"krishNA, ram(2022)",2022.000000 ,NA,25.274700 ,82.996100 ,"b. megaterium bhupsb14, p. fluorescens bhupsb06, p. aeruginosa bhupsb01, p. putida bhupsb04, p. polymyxa bhupsb17, and t. harzianum",bacteria,bacteria,field,bacterial suspension,water,bacteria yes,NA,NA,7.000000 ,NA,NA,NA,no,seedings,NA,other,NA,unknow,bulk,7.990000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,dry,NA,no fertilizer,NA,NA,no NAtive,tomato,NA,herbaceous plants,55.000000 ,Short-term,ap
213.000000 ,"vallejos-torres, geomar(2022)",2022.000000 ,NA,52.270000 ,10.520000 ,"glomus hoi, rhizoglomus sp., diversispora aurantia, and acaulospora sp.",amf,amf,greenhouse,amf inoculum,water,amf inoculum yes,NA,NA,3.000000 ,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,6.528420 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,cocoa beans,NA,tree,90.000000 ,Short-term,ap
213.000000 ,"vallejos-torres, geomar(2022)",2022.000000 ,NA,52.270000 ,10.520000 ,"glomus hoi, rhizoglomus sp., diversispora aurantia, and acaulospora sp.",amf,amf,greenhouse,amf inoculum,water,amf inoculum yes,NA,NA,3.000000 ,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,7.451750 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,compost,NA,no NAtive,cocoa beans,NA,tree,90.000000 ,Short-term,ap
213.000000 ,"vallejos-torres, geomar(2022)",2022.000000 ,NA,52.270000 ,10.520000 ,"glomus hoi, rhizoglomus sp., diversispora aurantia, and acaulospora sp.",amf,amf,greenhouse,amf inoculum,water,amf inoculum yes,NA,NA,3.000000 ,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,6.799600 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,cd,NA,no fertilizer,NA,NA,no NAtive,cocoa beans,NA,tree,90.000000 ,Short-term,ap
213.000000 ,"vallejos-torres, geomar(2022)",2022.000000 ,NA,52.270000 ,10.520000 ,"glomus hoi, rhizoglomus sp., diversispora aurantia, and acaulospora sp.",amf,amf,greenhouse,amf inoculum,water,amf inoculum yes,NA,NA,3.000000 ,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,7.355310 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,cd,NA,fertilizer,compost,NA,no NAtive,cocoa beans,NA,tree,90.000000 ,Short-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,m,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,p,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,a,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,seedings,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,l,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,seedings,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,ma,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,seedings+soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,ml,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,seedings+soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,pa,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,seedings+soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,pl,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,seedings+soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,m,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,stress,dry,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,p,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,stress,dry,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,a,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,seedings,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,stress,dry,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,l,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,seedings,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,stress,dry,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
215.000000 ,"li, min(2022)",2022.000000 ,NA,38.871400 ,115.517400 ,ma,fungi,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,NA,NA,0.500000 ,NA,NA,NA,no,seedings+soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,12.401392 ,1.093470 ,NA,NA,NA,NA,NA,NA,NA,NA,51.900000 ,1.715167 ,18.620000 ,1.269980 ,NA,NA,sterilization,NA,stress,dry,NA,no fertilizer,NA,NA,no NAtive,astragalus mongholicus,NA,herbaceous plants,120.000000 ,Medium-term,ap
