study_id,publication,pubyear,location,latitude,longitude,microbial_name,microbial_type,inoculant_type,experimental_type,inoculum_in_tr,inoculum_in_ck,inoculum,inoculation_amount_14,inoculation_amount_15,soil_weight,fi_n_al_inoculation_amount,log10,unit,inoculant_quantity,inoculation_location,soil_use_type,soil_origin,soil_type,sandy_or_not_sandy,extraction_part,soil_ph,log10ph,soil_tc,log10tc,soil_soc,log10soc,tn,log10tn,tp,log10tp,organic_p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application_background,stress,specific_background,rate,fertilizer,fertilizer_type,supply_rate,n_ative,plant,plant_latin,plant_type,experimental_duration,experimental_periods,variable,source_table
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,27.472900,94.912600,"a consortium of glomus, gigaspora and acaulospora sp.,bacillus megaterium",mix,mix,greenhouse,mix inoculum,none,mix yes,"90-120 propagules /10g, 1.2*109-2*109 cfu/ml",NA,2.5kg,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,5,0.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.681241,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,curcuma longa l.,herbaceous plants,90,Short-term,ap,table1
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,27.472900,94.912600,"a consortium of glomus, gigaspora and acaulospora sp.,bacillus megaterium",mix,mix,greenhouse,mix inoculum,none,mix yes,"90-120 propagules /10g, 1.2*109-2*109 cfu/ml",NA,2.5kg,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,5,0.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.681241,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,curcuma longa l.,herbaceous plants,150,Medium-term,ap,table1
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,27.472900,94.912600,"a consortium of glomus, gigaspora and acaulospora sp.,bacillus megaterium",mix,mix,greenhouse,mix inoculum,none,mix yes,"90-120 propagules /10g, 1.2*109-2*109 cfu/ml",NA,2.5kg,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,5,0.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.681241,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,curcuma longa l.,herbaceous plants,210,Medium-term,ap,table1
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,27.472900,94.912600,"a consortium of glomus, gigaspora and acaulospora sp.,azospiril-
lum amazonense, azotobacter amazonense",mix,mix,greenhouse,mix inoculum,none,mix yes,"90-120 propagules /10g, 1.2*109-2*109 cfu/ml",NA,2.5kg,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,5,0.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.681241,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,curcuma longa l.,herbaceous plants,90,Short-term,ap,table1
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,27.472900,94.912600,"a consortium of glomus, gigaspora and acaulospora sp.,azospiril-
lum amazonense, azotobacter amazonense",mix,mix,greenhouse,mix inoculum,none,mix yes,"90-120 propagules /10g, 1.2*109-2*109 cfu/ml",NA,2.5kg,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,5,0.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.681241,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,curcuma longa l.,herbaceous plants,150,Medium-term,ap,table1
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,27.472900,94.912600,"a consortium of glomus, gigaspora and acaulospora sp.,azospiril-
lum amazonense, azotobacter amazonense",mix,mix,greenhouse,mix inoculum,none,mix yes,"90-120 propagules /10g, 1.2*109-2*109 cfu/ml",NA,2.5kg,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,5,0.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.681241,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,curcuma longa l.,herbaceous plants,210,Medium-term,ap,table1
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,27.472900,94.912600,"a consortium of glomus, gigaspora and acaulospora sp.,azospiril-
lum amazonense, azotobacter amazonense,bacillus megaterium",mix,mix,greenhouse,mix inoculum,none,mix yes,"90-120 propagules /10g, 1.2*109-2*109 cfu/ml",NA,2.5kg,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,5,0.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.681241,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,curcuma longa l.,herbaceous plants,90,Short-term,ap,table1
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,27.472900,94.912600,"a consortium of glomus, gigaspora and acaulospora sp.,azospiril-
lum amazonense, azotobacter amazonense,bacillus megaterium",mix,mix,greenhouse,mix inoculum,none,mix yes,"90-120 propagules /10g, 1.2*109-2*109 cfu/ml",NA,2.5kg,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,5,0.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.681241,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,curcuma longa l.,herbaceous plants,150,Medium-term,ap,table1
18,"dutta, shanti chaya(2017)",2017,dibrugarh university,27.472900,94.912600,"a consortium of glomus, gigaspora and acaulospora sp.,azospiril-
lum amazonense, azotobacter amazonense,bacillus megaterium",mix,mix,greenhouse,mix inoculum,none,mix yes,"90-120 propagules /10g, 1.2*109-2*109 cfu/ml",NA,2.5kg,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,5,0.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.681241,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,turmeric,curcuma longa l.,herbaceous plants,210,Medium-term,ap,table1
21,"chaudhary, doongar r.(2020)",2020,"21.7645° n, 72.1519° e",21.764500,72.151900,agrobacierium tumefaciens,pgpr,bacteria,field,bacterial suspension,none,bacteria yes,NA,NA,field,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,peanut,var. g20,herbaceous plants,NA,NA,ap,table1
21,"chaudhary, doongar r.(2020)",2020,"21.7645° n, 72.1519° e",21.764500,72.151900,klebsiella sp.,pgpr,bacteria,field,bacterial suspension,none,bacteria yes,NA,NA,field,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,peanut,var. g20,herbaceous plants,NA,NA,ap,table1
21,"chaudhary, doongar r.(2020)",2020,"21.7645° n, 72.1519° e",21.764500,72.151900,ochrobactrum anthropic,pgpr,bacteria,field,bacterial suspension,none,bacteria yes,NA,NA,field,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,peanut,var. g20,herbaceous plants,NA,NA,ap,table1
21,"chaudhary, doongar r.(2020)",2020,"21.7645° n, 72.1519° e",21.764500,72.151900,pseudomoNAs stutzeri,pgpr,bacteria,field,bacterial suspension,none,bacteria yes,NA,NA,field,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,peanut,var. g20,herbaceous plants,NA,NA,ap,table1
21,"chaudhary, doongar r.(2020)",2020,"21.7645° n, 72.1519° e",21.764500,72.151900,"agrobacierium tumefaciens, klebsiella sp., ochrobactrum anthropic, pseudomoNAs stutzeri",pgpr,bacteria,field,bacterial suspension,none,bacteria yes,NA,NA,field,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,peanut,var. g20,herbaceous plants,NA,NA,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus mosseae,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.73536,0.888481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus aggregatum,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.73536,0.888481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,mortierella sp.,psf,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,1.3*105 cfu/ml,NA,0.9kg,14444445,7.159701,cfu/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.73536,0.888481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, glomus aggregatum",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.73536,0.888481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.73536,0.888481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.73536,0.888481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.73536,0.888481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus mosseae,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,7.175,0.855822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus aggregatum,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,7.175,0.855822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,mortierella sp.,psf,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,1.3*105 cfu/ml,NA,0.9kg,14444445,7.159701,cfu/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,7.175,0.855822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, glomus aggregatum",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,7.175,0.855822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,bulk,7.175,0.855822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,bulk,7.175,0.855822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,bulk,7.175,0.855822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus mosseae,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.1452,0.854014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus aggregatum,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.1452,0.854014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,mortierella sp.,psf,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,1.3*105 cfu/ml,NA,0.9kg,14444445,7.159701,cfu/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.1452,0.854014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, glomus aggregatum",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.1452,0.854014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.1452,0.854014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.1452,0.854014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.1452,0.854014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus mosseae,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,6.38416,0.805104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus aggregatum,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,6.38416,0.805104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,mortierella sp.,psf,fungi,greenhouse,fungal suspension,sterilized fungal suspension,fungi yes,1.3*105 cfu/ml,NA,0.9kg,14444445,7.159701,cfu/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,6.38416,0.805104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, glomus aggregatum",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,bulk,6.38416,0.805104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,bulk,6.38416,0.805104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,bulk,6.38416,0.805104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,"glomus mosseae, glomus aggregatum, mortierella sp.",mix,mix,greenhouse,mix inoculum,sterilized mix inoculum,mix yes,NA,NA,0.9kg,NA,NA,NA,no,soils,mix of soil and sand,other,NA,sandy,bulk,6.38416,0.805104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,100.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus mosseae,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.03981,0.847561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,200.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
23,"zhang, huanshi(2011)",2011,32°30′ n and 118°42′ e,32.500000,118.700000,glomus aggregatum,amf,amf,greenhouse,"amf inoculum(consisted of soil, spores,
hyphae)",sterilized amf inoculum,amf yes,"1256 spores/100g soil, 10g/pot",NA,0.9kg,140,2.146128,spores/kg soil,yes,soils,mix of soil and sand,other,NA,sandy,rhizosphere,7.03981,0.847561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,stress,salt,200.000000,no fertilizer,NA,NA,no NAtive,kostelelzkya virginica,kostelelzkya virginica,herbaceous plants,90,Short-term,ap,table1
