study_id,publication,pubyear,location,latitude,longitude,microbial_name,microbial_type,inoculant_type,experimental_type,inoculum_in_tr,inoculum_in_ck,inoculum,inoculation_amount_14,inoculation_amount_15,soil_weight,fi_n_al_inoculation_amount,log10,unit,inoculant_quantity,inoculation_location,soil_use_type,soil_origin,soil_type,sandy_or_not_sandy,extraction_part,soil_ph,log10ph,soil_tc,log10tc,soil_soc,log10soc,tn,log10tn,tp,log10tp,organic_p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application_background,stress,specific_background,rate,fertilizer,fertilizer_type,supply_rate,n_ative,plant,plant_latin,plant_type,experimental_duration,experimental_periods,variable,source_table
114,suliasih(2019),2019,NA,(6.481670),106.854170,klebsiella sp. (iNAcc b833),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,8.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,0.100000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,"rhizobium radiobacter (iNAcc b834), klebsiella sp. (iNAcc b833)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,8.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,0.100000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,rhizobium radiobacter (iNAcc b834),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,8.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,0.250000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,klebsiella sp. (iNAcc b833),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,0.250000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,"rhizobium radiobacter (iNAcc b834), klebsiella sp. (iNAcc b833)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,0.250000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,rhizobium radiobacter (iNAcc b834),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,0.500000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,klebsiella sp. (iNAcc b833),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,0.500000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,"rhizobium radiobacter (iNAcc b834), klebsiella sp. (iNAcc b833)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,0.500000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,rhizobium radiobacter (iNAcc b834),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,1.000000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,klebsiella sp. (iNAcc b833),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,1.000000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
114,suliasih(2019),2019,NA,(6.481670),106.854170,"rhizobium radiobacter (iNAcc b834), klebsiella sp. (iNAcc b833)",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.300000,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,palm oil mill effluent,1.000000,no NAtive,NA,paraserianthes falcataria,tree,60,Short-term,ap,table1
116,"ma, chuang(2024)",2024,"(lat. 39	160 n, long. 117	40 e)",41.433816,121.788107,"streptomyces saraceticus
31",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,roots,"mix of sand, loam and perlite",other,NA,unknow,bulk,8.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,grape,NA,liaNAs,164,Medium-term,ap,table1
129,"luo, lin(2023)",2023,"guizhou minzu
university",26.559000,106.672000,psf gyahh-cct186 (penicillium),psf,fungi,greenhouse,fungal suspension,water,fungi yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,not sandy,rhizosphere,7.03,0.846955,NA,NA,20.707657,1.316131,2.24,0.350248,0.71,(0.148742),NA,NA,NA,NA,NA,NA,13.6,1.133539,283.31,2.452262,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,pakchoi,brassica chinensis l.,herbaceous plants,50,Short-term,ap,table1
129,"luo, lin(2023)",2023,"guizhou minzu
university",26.559000,106.672000,ahbb-ct196 (aspergillus),psf,fungi,greenhouse,fungal suspension,water,fungi yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,not sandy,rhizosphere,7.03,0.846955,NA,NA,20.707657,1.316131,2.24,0.350248,0.71,(0.148742),NA,NA,NA,NA,NA,NA,13.6,1.133539,283.31,2.452262,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,pakchoi,brassica chinensis l.,herbaceous plants,50,Short-term,ap,table1
129,"luo, lin(2023)",2023,"guizhou minzu
university",26.559000,106.672000,"psf gyahh-cct186 (penicillium), ahbb-ct196 (aspergillus)",psf,fungi,greenhouse,fungal suspension,water,fungi yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,not sandy,rhizosphere,7.03,0.846955,NA,NA,20.707657,1.316131,2.24,0.350248,0.71,(0.148742),NA,NA,NA,NA,NA,NA,13.6,1.133539,283.31,2.452262,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,pakchoi,brassica chinensis l.,herbaceous plants,50,Short-term,ap,table1
134,"rong, zi-yi(2023)",2023,NA,32.075100,118.806800,serendipita indica (s.i.),amf,amf,greenhouse,spore suspension,sterilized spore suspension,amf yes,"2.81*109cfu/ml, 50ml/pot",NA,1.200000,117083333333,11.068495,spores/kg soil,yes,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,p,0.5mm,no NAtive,tea,camellia sinensis l. cv. fuding dabaicha,shrub,NA,NA,ap,table1
134,"rong, zi-yi(2023)",2023,NA,32.075100,118.806800,serendipita indica (s.i.),amf,amf,greenhouse,spore suspension,sterilized spore suspension,amf yes,"2.81*109cfu/ml, 50ml/pot",NA,1.200000,117083333333,11.068495,spores/kg soil,yes,soils,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,p,50mm,no NAtive,tea,camellia sinensis l. cv. fuding dabaicha,shrub,NA,NA,ap,table1
135,"li, zhe(2023)",2023,"37°20′ n, 118°79′ e",37.333333,119.316667,bacillus paramycoides 3-1a,pgpr,bacteria,greenhouse,bacterial suspension,sterilized bacterial suspension,bacteria yes,NA,NA,2.000000,NA,NA,NA,no,soils,farmland,cropland,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,NA,crop,60,Short-term,ap,table1
135,"li, zhe(2023)",2023,"37°20′ n, 118°79′ e",37.333333,119.316667,bacillus paramycoides 3-1a,pgpr,bacteria,greenhouse,bacterial suspension,sterilized bacterial suspension,bacteria yes,NA,NA,2.000000,NA,NA,NA,no,soils,farmland,cropland,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,organic material,NA,no NAtive,wheat,NA,crop,60,Short-term,ap,table1
136,"li,huying(2023)",2023,"(35°40′05′ n, 118°42′45′ e)",35.668056,118.712500,hse-12,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"8*108cfu/ml, 20ml/pot",NA,10l,1600000000,9.204120,cfu/l soil,yes,seedings,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,peanut,NA,herbaceous plants,60,Short-term,ap,table1
137,"luo, qixin(2023)",2023,NA,32.075100,118.806800,tn,pgpf,fungi,greenhouse,fungal suspension,water,fungi yes,"1*106 pieces/ml, 150ml/root",NA,NA,150000000,8.176091,pieces/root,yes,roots,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,60,Short-term,ap,table1
137,"luo, qixin(2023)",2023,NA,32.075100,118.806800,pe,pgpf,fungi,greenhouse,fungal suspension,water,fungi yes,"1*106 pieces/ml, 150ml/root",NA,NA,150000000,8.176091,pieces/root,yes,roots,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,60,Short-term,ap,table1
137,"luo, qixin(2023)",2023,NA,32.075100,118.806800,hs,pgpf,fungi,greenhouse,fungal suspension,water,fungi yes,"1*106 pieces/ml, 150ml/root",NA,NA,150000000,8.176091,pieces/root,yes,roots,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,60,Short-term,ap,table1
137,"luo, qixin(2023)",2023,NA,32.075100,118.806800,tn+pe,pgpf,fungi,greenhouse,fungal suspension,water,fungi yes,"1*106 pieces/ml, 150ml/root",NA,NA,150000000,8.176091,pieces/root,yes,roots,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,60,Short-term,ap,table1
137,"luo, qixin(2023)",2023,NA,32.075100,118.806800,tn+hs,pgpf,fungi,greenhouse,fungal suspension,water,fungi yes,"1*106 pieces/ml, 150ml/root",NA,NA,150000000,8.176091,pieces/root,yes,roots,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,60,Short-term,ap,table1
137,"luo, qixin(2023)",2023,NA,32.075100,118.806800,pe+hs,pgpf,fungi,greenhouse,fungal suspension,water,fungi yes,"1*106 pieces/ml, 150ml/root",NA,NA,150000000,8.176091,pieces/root,yes,roots,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,60,Short-term,ap,table1
137,"luo, qixin(2023)",2023,NA,32.075100,118.806800,tn+pe+hs,pgpf,fungi,greenhouse,fungal suspension,water,fungi yes,"1*106 pieces/ml, 150ml/root",NA,NA,150000000,8.176091,pieces/root,yes,roots,NA,other,NA,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,60,Short-term,ap,table1
142,"shang, xianchao(2023)",2023,"(36.16◦n, 117.15◦e)",36.160000,117.150000,bacillus cereus tc012 (bc),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*107cfu/ml, 20ml/pot",NA,0.300000,666666667,8.823909,cfu/kg soil,yes,soils,NA,other,NA,unknow,bulk,7.78,0.89098,NA,NA,2.69,0.429752,0.98,(0.008774),NA,NA,NA,NA,NA,NA,NA,NA,38.89,1.589838,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,tobacco,nicotiaNA tabacum l.,herbaceous plants,60,Short-term,ap,table1
142,"shang, xianchao(2023)",2023,"(36.16◦n, 117.15◦e)",36.160000,117.150000,bacillus methylotrophicus tc023 (bm),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*107cfu/ml, 20ml/pot",NA,0.300000,666666667,8.823909,cfu/kg soil,yes,soils,NA,other,NA,unknow,bulk,7.78,0.89098,NA,NA,2.69,0.429752,0.98,(0.008774),NA,NA,NA,NA,NA,NA,NA,NA,38.89,1.589838,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,tobacco,nicotiaNA tabacum l.,herbaceous plants,60,Short-term,ap,table1
142,"shang, xianchao(2023)",2023,"(36.16◦n, 117.15◦e)",36.160000,117.150000,bacillus amyloliquefacien tc037 (ba),pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*107cfu/ml, 20ml/pot",NA,0.300000,666666667,8.823909,cfu/kg soil,yes,soils,NA,other,NA,unknow,bulk,7.78,0.89098,NA,NA,2.69,0.429752,0.98,(0.008774),NA,NA,NA,NA,NA,NA,NA,NA,38.89,1.589838,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,tobacco,nicotiaNA tabacum l.,herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,hmaj1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,hmaj5,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,ncz1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t4,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t5,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t6,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t7,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t8,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t9,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t10,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t11,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t12,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t13,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t14,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t15,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t16,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t17,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
